year,code,name
2010,34980,"Nashville, Davidson, Murfreesboro, Franklin - TN"
2011,34980,"Nashville, Davidson, Murfreesboro, Franklin - TN"
2012,34980,"Nashville, Davidson, Murfreesboro, Franklin - TN"
2007,35004,"Nassau, Suffolk - NY"
2008,35004,"Nassau, Suffolk - NY"
2009,35004,"Nassau, Suffolk - NY"
2010,35004,"Nassau, Suffolk - NY"
2011,35004,"Nassau, Suffolk - NY"
2012,35004,"Nassau, Suffolk - NY"
2007,35300,"New Haven, Milford - CT"
2008,35300,"New Haven, Milford - CT"
2009,35300,"New Haven, Milford - CT"
2010,35300,"New Haven, Milford - CT"
2011,35300,"New Haven, Milford - CT"
2012,35300,"New Haven, Milford - CT"
2007,35380,"New Orleans, Metairie, Kenner - LA"
2008,35380,"New Orleans, Metairie, Kenner - LA"
2009,35380,"New Orleans, Metairie, Kenner - LA"
2010,35380,"New Orleans, Metairie, Kenner - LA"
2011,35380,"New Orleans, Metairie, Kenner - LA"
2012,35380,"New Orleans, Metairie, Kenner - LA"
2007,35644,"New York, White Plains, Wayne - NY, NJ"
2008,35644,"New York, White Plains, Wayne - NY, NJ"
2009,35644,"New York, White Plains, Wayne - NY, NJ"
2010,35644,"New York, White Plains, Wayne - NY, NJ"
2011,35644,"New York, White Plains, Wayne - NY, NJ"
2012,35644,"New York, White Plains, Wayne - NY, NJ"
2007,35084,"Newark, Union - NJ, PA"
2008,35084,"Newark, Union - NJ, PA"
2009,35084,"Newark, Union - NJ, PA"
2010,35084,"Newark, Union - NJ, PA"
2011,35084,"Newark, Union - NJ, PA"
2012,35084,"Newark, Union - NJ, PA"
2007,35660,"Niles, Benton Harbor - MI"
2008,35660,"Niles, Benton Harbor - MI"
2009,35660,"Niles, Benton Harbor - MI"
2010,35660,"Niles, Benton Harbor - MI"
2011,35660,"Niles, Benton Harbor - MI"
2012,35660,"Niles, Benton Harbor - MI"
2010,35840,"North Port, Bradenton, Sarasota - FL"
2011,35840,"North Port, Bradenton, Sarasota - FL"
2012,35840,"North Port, Bradenton, Sarasota - FL"
2007,35980,"Norwich, New London - CT"
2008,35980,"Norwich, New London - CT"
2009,35980,"Norwich, New London - CT"
2010,35980,"Norwich, New London - CT"
2011,35980,"Norwich, New London - CT"
2012,35980,"Norwich, New London - CT"
2007,36084,"Oakland, Fremont, Hayward - CA"
2008,36084,"Oakland, Fremont, Hayward - CA"
2009,36084,"Oakland, Fremont, Hayward - CA"
2010,36084,"Oakland, Fremont, Hayward - CA"
2011,36084,"Oakland, Fremont, Hayward - CA"
2012,36084,"Oakland, Fremont, Hayward - CA"
2007,36100,Ocala - FL
2008,36100,Ocala - FL
2009,36100,Ocala - FL
2010,36100,Ocala - FL
2011,36100,Ocala - FL
2012,36100,Ocala - FL
2007,36140,Ocean City - NJ
2008,36140,Ocean City - NJ
2009,36140,Ocean City - NJ
2010,36140,Ocean City - NJ
2011,36140,Ocean City - NJ
2012,36140,Ocean City - NJ
2007,36220,Odessa - TX
2008,36220,Odessa - TX
2009,36220,Odessa - TX
2010,36220,Odessa - TX
2011,36220,Odessa - TX
2012,36220,Odessa - TX
2007,36260,"Ogden, Clearfield - UT"
2008,36260,"Ogden, Clearfield - UT"
2009,36260,"Ogden, Clearfield - UT"
2010,36260,"Ogden, Clearfield - UT"
2011,36260,"Ogden, Clearfield - UT"
2012,36260,"Ogden, Clearfield - UT"
2007,36420,Oklahoma City - OK
2008,36420,Oklahoma City - OK
2009,36420,Oklahoma City - OK
2010,36420,Oklahoma City - OK
2011,36420,Oklahoma City - OK
2012,36420,Oklahoma City - OK
2007,36500,Olympia - WA
2008,36500,Olympia - WA
2009,36500,Olympia - WA
2010,36500,Olympia - WA
2011,36500,Olympia - WA
2012,36500,Olympia - WA
2007,36540,"Omaha, Council Bluffs - NE, IA"
2008,36540,"Omaha, Council Bluffs - NE, IA"
2009,36540,"Omaha, Council Bluffs - NE, IA"
2010,36540,"Omaha, Council Bluffs - NE, IA"
2011,36540,"Omaha, Council Bluffs - NE, IA"
2012,36540,"Omaha, Council Bluffs - NE, IA"
2007,36740,"Orlando, Kissimmee - FL"
2008,36740,"Orlando, Kissimmee - FL"
2009,36740,"Orlando, Kissimmee - FL"
2010,36740,"Orlando, Kissimmee, Sanford - FL"
2011,36740,"Orlando, Kissimmee, Sanford - FL"
2012,36740,"Orlando, Kissimmee, Sanford - FL"
2007,36780,"Oshkosh, Neenah - WI"
2008,36780,"Oshkosh, Neenah - WI"
2009,36780,"Oshkosh, Neenah - WI"
2010,36780,"Oshkosh, Neenah - WI"
2011,36780,"Oshkosh, Neenah - WI"
2012,36780,"Oshkosh, Neenah - WI"
2007,36980,Owensboro - KY
2008,36980,Owensboro - KY
2009,36980,Owensboro - KY
2010,36980,Owensboro - KY
2011,36980,Owensboro - KY
2012,36980,Owensboro - KY
2007,37100,"Oxnard, Thousand Oaks, Ventura - CA"
2008,37100,"Oxnard, Thousand Oaks, Ventura - CA"
2009,37100,"Oxnard, Thousand Oaks, Ventura - CA"
2010,37100,"Oxnard, Thousand Oaks, Ventura - CA"
2011,37100,"Oxnard, Thousand Oaks, Ventura - CA"
2012,37100,"Oxnard, Thousand Oaks, Ventura - CA"
2007,37340,"Palm Bay, Melbourne, Titusville - FL"
2008,37340,"Palm Bay, Melbourne, Titusville - FL"
2009,37340,"Palm Bay, Melbourne, Titusville - FL"
2010,37340,"Palm Bay, Melbourne, Titusville - FL"
2011,37340,"Palm Bay, Melbourne, Titusville - FL"
2012,37340,"Palm Bay, Melbourne, Titusville - FL"
2007,37380,Palm Coast - FL
2008,37380,Palm Coast - FL
2009,37380,Palm Coast - FL
2010,37380,Palm Coast - FL
2011,37380,Palm Coast - FL
2012,37380,Palm Coast - FL
2007,37460,"Panama City, Lynn Haven - FL"
2008,37460,"Panama City, Lynn Haven - FL"
2009,37460,"Panama City, Lynn Haven, Panama City Beach - FL"
2010,37460,"Panama City, Lynn Haven, Panama City Beach - FL"
2011,37460,"Panama City, Lynn Haven, Panama City Beach - FL"
2012,37460,"Panama City, Lynn Haven, Panama City Beach - FL"
2007,37620,"Parkersburg, Marietta, Vienna - WV, OH"
2008,37620,"Parkersburg, Marietta, Vienna - WV, OH"
2009,37620,"Parkersburg, Marietta, Vienna - WV, OH"
2010,37620,"Parkersburg, Marietta, Vienna - WV, OH"
2011,37620,"Parkersburg, Marietta, Vienna - WV, OH"
2012,37620,"Parkersburg, Marietta, Vienna - WV, OH"
2007,37700,Pascagoula - MS
2008,37700,Pascagoula - MS
2009,37700,Pascagoula - MS
2010,37700,Pascagoula - MS
2011,37700,Pascagoula - MS
2012,37700,Pascagoula - MS
2007,37764,Peabody - MA
2008,37764,Peabody - MA
2009,37764,Peabody - MA
2010,37764,Peabody - MA
2011,37764,Peabody - MA
2012,37764,Peabody - MA
2007,37860,"Pensacola, Ferry Pass, Brent - FL"
2008,37860,"Pensacola, Ferry Pass, Brent - FL"
2009,37860,"Pensacola, Ferry Pass, Brent - FL"
2010,37860,"Pensacola, Ferry Pass, Brent - FL"
2011,37860,"Pensacola, Ferry Pass, Brent - FL"
2012,37860,"Pensacola, Ferry Pass, Brent - FL"
2007,37900,Peoria - IL
2008,37900,Peoria - IL
2009,37900,Peoria - IL
2010,37900,Peoria - IL
2011,37900,Peoria - IL
2012,37900,Peoria - IL
2007,37964,Philadelphia - PA
2008,37964,Philadelphia - PA
2009,37964,Philadelphia - PA
2010,37964,Philadelphia - PA
2011,37964,Philadelphia - PA
2012,37964,Philadelphia - PA
2010,38060,"Phoenix, Mesa, Glendale - AZ"
2011,38060,"Phoenix, Mesa, Glendale - AZ"
2012,38060,"Phoenix, Mesa, Glendale - AZ"
2007,38060,"Phoenix, Mesa, Scottsdale - AZ"
2008,38060,"Phoenix, Mesa, Scottsdale - AZ"
2009,38060,"Phoenix, Mesa, Scottsdale - AZ"
2007,38220,Pine Bluff - AR
2008,38220,Pine Bluff - AR
2009,38220,Pine Bluff - AR
2010,38220,Pine Bluff - AR
2011,38220,Pine Bluff - AR
2012,38220,Pine Bluff - AR
2007,38300,Pittsburgh - PA
2008,38300,Pittsburgh - PA
2009,38300,Pittsburgh - PA
2010,38300,Pittsburgh - PA
2011,38300,Pittsburgh - PA
2012,38300,Pittsburgh - PA
2007,38340,Pittsfield - MA
2008,38340,Pittsfield - MA
2009,38340,Pittsfield - MA
2010,38340,Pittsfield - MA
2011,38340,Pittsfield - MA
2012,38340,Pittsfield - MA
2007,38540,Pocatello - ID
2008,38540,Pocatello - ID
2009,38540,Pocatello - ID
2010,38540,Pocatello - ID
2011,38540,Pocatello - ID
2012,38540,Pocatello - ID
2007,38660,Ponce - PR
2008,38660,Ponce - PR
2009,38660,Ponce - PR
2010,38660,Ponce - PR
2011,38660,Ponce - PR
2012,38660,Ponce - PR
2007,38940,Port St. Lucie - FL
2008,38940,Port St. Lucie - FL
2009,38940,Port St. Lucie - FL
2010,38940,Port St. Lucie - FL
2011,38940,Port St. Lucie - FL
2012,38940,Port St. Lucie - FL
2007,38860,"Portland, South Portland, Biddeford - ME"
2008,38860,"Portland, South Portland, Biddeford - ME"
2009,38860,"Portland, South Portland, Biddeford - ME"
2010,38860,"Portland, South Portland, Biddeford - ME"
2011,38860,"Portland, South Portland, Biddeford - ME"
2012,38860,"Portland, South Portland, Biddeford - ME"
2007,38900,"Portland, Vancouver, Beaverton - OR, WA"
2008,38900,"Portland, Vancouver, Beaverton - OR, WA"
2009,38900,"Portland, Vancouver, Beaverton - OR, WA"
2010,38900,"Portland, Vancouver, Hillsboro - OR, WA"
2011,38900,"Portland, Vancouver, Hillsboro - OR, WA"
2012,38900,"Portland, Vancouver, Hillsboro - OR, WA"
2007,39100,"Poughkeepsie, Newburgh, Middletown - NY"
2008,39100,"Poughkeepsie, Newburgh, Middletown - NY"
2009,39100,"Poughkeepsie, Newburgh, Middletown - NY"
2010,39100,"Poughkeepsie, Newburgh, Middletown - NY"
2011,39100,"Poughkeepsie, Newburgh, Middletown - NY"
2012,39100,"Poughkeepsie, Newburgh, Middletown - NY"
2007,39140,Prescott - AZ
2008,39140,Prescott - AZ
2009,39140,Prescott - AZ
2010,39140,Prescott - AZ
2011,39140,Prescott - AZ
2012,39140,Prescott - AZ
2007,39300,"Providence, New Bedford, Fall River - RI, MA"
2008,39300,"Providence, New Bedford, Fall River - RI, MA"
2009,39300,"Providence, New Bedford, Fall River - RI, MA"
2010,39300,"Providence, New Bedford, Fall River - RI, MA"
2011,39300,"Providence, New Bedford, Fall River - RI, MA"
2012,39300,"Providence, New Bedford, Fall River - RI, MA"
2007,39340,"Provo, Orem - UT"
2008,39340,"Provo, Orem - UT"
2009,39340,"Provo, Orem - UT"
2010,39340,"Provo, Orem - UT"
2011,39340,"Provo, Orem - UT"
2012,39340,"Provo, Orem - UT"
2007,39380,Pueblo - CO
2008,39380,Pueblo - CO
2009,39380,Pueblo - CO
2010,39380,Pueblo - CO
2011,39380,Pueblo - CO
2012,39380,Pueblo - CO
2007,39460,Punta Gorda - FL
2008,39460,Punta Gorda - FL
2009,39460,Punta Gorda - FL
2010,39460,Punta Gorda - FL
2011,39460,Punta Gorda - FL
2012,39460,Punta Gorda - FL
2007,39540,Racine - WI
2008,39540,Racine - WI
2009,39540,Racine - WI
2010,39540,Racine - WI
2011,39540,Racine - WI
2012,39540,Racine - WI
2007,39580,"Raleigh, Cary - NC"
2008,39580,"Raleigh, Cary - NC"
2009,39580,"Raleigh, Cary - NC"
2010,39580,"Raleigh, Cary - NC"
2011,39580,"Raleigh, Cary - NC"
2012,39580,"Raleigh, Cary - NC"
2007,39660,Rapid City - SD
2008,39660,Rapid City - SD
2009,39660,Rapid City - SD
2010,39660,Rapid City - SD
2011,39660,Rapid City - SD
2012,39660,Rapid City - SD
2007,39740,Reading - PA
2008,39740,Reading - PA
2009,39740,Reading - PA
2010,39740,Reading - PA
2011,39740,Reading - PA
2012,39740,Reading - PA
2007,39820,Redding - CA
2008,39820,Redding - CA
2009,39820,Redding - CA
2010,39820,Redding - CA
2011,39820,Redding - CA
2012,39820,Redding - CA
2007,39900,"Reno, Sparks - NV"
2008,39900,"Reno, Sparks - NV"
2009,39900,"Reno, Sparks - NV"
2010,39900,"Reno, Sparks - NV"
2011,39900,"Reno, Sparks - NV"
2012,39900,"Reno, Sparks - NV"
2007,40060,Richmond - VA
2008,40060,Richmond - VA
2009,40060,Richmond - VA
2010,40060,Richmond - VA
2011,40060,Richmond - VA
2012,40060,Richmond - VA
2007,40140,"Riverside, San Bernardino, Ontario - CA"
2008,40140,"Riverside, San Bernardino, Ontario - CA"
2009,40140,"Riverside, San Bernardino, Ontario - CA"
2010,40140,"Riverside, San Bernardino, Ontario - CA"
2011,40140,"Riverside, San Bernardino, Ontario - CA"
2012,40140,"Riverside, San Bernardino, Ontario - CA"
2007,40220,Roanoke - VA
2008,40220,Roanoke - VA
2009,40220,Roanoke - VA
2010,40220,Roanoke - VA
2011,40220,Roanoke - VA
2012,40220,Roanoke - VA
2007,40340,Rochester - MN
2008,40340,Rochester - MN
2009,40340,Rochester - MN
2010,40340,Rochester - MN
2011,40340,Rochester - MN
2012,40340,Rochester - MN
2007,40380,Rochester - NY
2008,40380,Rochester - NY
2009,40380,Rochester - NY
2010,40380,Rochester - NY
2011,40380,Rochester - NY
2012,40380,Rochester - NY
2007,40420,Rockford - IL
2008,40420,Rockford - IL
2009,40420,Rockford - IL
2010,40420,Rockford - IL
2011,40420,Rockford - IL
2012,40420,Rockford - IL
2007,40484,"Rockingham County, Strafford County - NH"
2008,40484,"Rockingham County, Strafford County - NH"
2009,40484,"Rockingham County, Strafford County - NH"
2010,40484,"Rockingham County, Strafford County - NH"
2011,40484,"Rockingham County, Strafford County - NH"
2012,40484,"Rockingham County, Strafford County - NH"
2007,40580,Rocky Mount - NC
2008,40580,Rocky Mount - NC
2009,40580,Rocky Mount - NC
2010,40580,Rocky Mount - NC
2011,40580,Rocky Mount - NC
2012,40580,Rocky Mount - NC
2007,40660,Rome - GA
2008,40660,Rome - GA
2009,40660,Rome - GA
2010,40660,Rome - GA
2011,40660,Rome - GA
2012,40660,Rome - GA
2007,40900,"Sacramento, Arden, Arcade, Roseville - CA"
2008,40900,"Sacramento, Arden, Arcade, Roseville - CA"
2009,40900,"Sacramento, Arden, Arcade, Roseville - CA"
2010,40900,"Sacramento, Arden, Arcade, Roseville - CA"
2011,40900,"Sacramento, Arden, Arcade, Roseville - CA"
2012,40900,"Sacramento, Arden, Arcade, Roseville - CA"
2007,40980,"Saginaw, Saginaw Township North - MI"
2008,40980,"Saginaw, Saginaw Township North - MI"
2009,40980,"Saginaw, Saginaw Township North - MI"
2010,40980,"Saginaw, Saginaw Township North - MI"
2011,40980,"Saginaw, Saginaw Township North - MI"
2012,40980,"Saginaw, Saginaw Township North - MI"
2007,41420,Salem - OR
2008,41420,Salem - OR
2009,41420,Salem - OR
2010,41420,Salem - OR
2011,41420,Salem - OR
2012,41420,Salem - OR
2007,41500,Salinas - CA
2008,41500,Salinas - CA
2009,41500,Salinas - CA
2010,41500,Salinas - CA
2011,41500,Salinas - CA
2012,41500,Salinas - CA
2007,41540,Salisbury - MD
2008,41540,Salisbury - MD
2009,41540,Salisbury - MD
2010,41540,Salisbury - MD
2011,41540,Salisbury - MD
2012,41540,Salisbury - MD
2007,41620,Salt Lake City - UT
2008,41620,Salt Lake City - UT
2009,41620,Salt Lake City - UT
2010,41620,Salt Lake City - UT
2011,41620,Salt Lake City - UT
2012,41620,Salt Lake City - UT
2007,41660,San Angelo - TX
2008,41660,San Angelo - TX
2009,41660,San Angelo - TX
2010,41660,San Angelo - TX
2011,41660,San Angelo - TX
2012,41660,San Angelo - TX
2007,41700,San Antonio - TX
2008,41700,San Antonio - TX
2009,41700,San Antonio - TX
2010,41700,"San Antonio, New Braunfels - TX"
2011,41700,"San Antonio, New Braunfels - TX"
2012,41700,"San Antonio, New Braunfels - TX"
2007,41740,"San Diego, Carlsbad, San Marcos - CA"
2008,41740,"San Diego, Carlsbad, San Marcos - CA"
2009,41740,"San Diego, Carlsbad, San Marcos - CA"
2010,41740,"San Diego, Carlsbad, San Marcos - CA"
2011,41740,"San Diego, Carlsbad, San Marcos - CA"
2012,41740,"San Diego, Carlsbad, San Marcos - CA"
2007,41884,"San Francisco, San Mateo, Redwood City - CA"
2008,41884,"San Francisco, San Mateo, Redwood City - CA"
2009,41884,"San Francisco, San Mateo, Redwood City - CA"
2010,41884,"San Francisco, San Mateo, Redwood City - CA"
2011,41884,"San Francisco, San Mateo, Redwood City - CA"
2012,41884,"San Francisco, San Mateo, Redwood City - CA"
2007,41900,"San German, Cabo Rojo - PR"
2008,41900,"San German, Cabo Rojo - PR"
2009,41900,"San German, Cabo Rojo - PR"
2010,41900,"San German, Cabo Rojo - PR"
2011,41900,"San German, Cabo Rojo - PR"
2012,41900,"San German, Cabo Rojo - PR"
2007,41940,"San Jose, Sunnyvale, Santa Clara - CA"
2008,41940,"San Jose, Sunnyvale, Santa Clara - CA"
2009,41940,"San Jose, Sunnyvale, Santa Clara - CA"
2010,41940,"San Jose, Sunnyvale, Santa Clara - CA"
2011,41940,"San Jose, Sunnyvale, Santa Clara - CA"
2012,41940,"San Jose, Sunnyvale, Santa Clara - CA"
2007,41980,"San Juan, Caguas, Guaynabo - PR"
2008,41980,"San Juan, Caguas, Guaynabo - PR"
2009,41980,"San Juan, Caguas, Guaynabo - PR"
2010,41980,"San Juan, Caguas, Guaynabo - PR"
2011,41980,"San Juan, Caguas, Guaynabo - PR"
2012,41980,"San Juan, Caguas, Guaynabo - PR"
2007,42020,"San Luis Obispo, Paso Robles - CA"
2008,42020,"San Luis Obispo, Paso Robles - CA"
2009,42020,"San Luis Obispo, Paso Robles - CA"
2010,42020,"San Luis Obispo, Paso Robles - CA"
2011,42020,"San Luis Obispo, Paso Robles - CA"
2012,42020,"San Luis Obispo, Paso Robles - CA"
2007,41780,Sandusky - OH
2008,41780,Sandusky - OH
2009,41780,Sandusky - OH
2010,41780,Sandusky - OH
2011,41780,Sandusky - OH
2012,41780,Sandusky - OH
2007,42044,"Santa Ana, Anaheim, Irvine - CA"
2008,42044,"Santa Ana, Anaheim, Irvine - CA"
2009,42044,"Santa Ana, Anaheim, Irvine - CA"
2010,42044,"Santa Ana, Anaheim, Irvine - CA"
2011,42044,"Santa Ana, Anaheim, Irvine - CA"
2012,42044,"Santa Ana, Anaheim, Irvine - CA"
2007,42060,"Santa Barbara, Santa Maria, Goleta - CA"
2008,42060,"Santa Barbara, Santa Maria, Goleta - CA"
2009,42060,"Santa Barbara, Santa Maria, Goleta - CA"
2010,42060,"Santa Barbara, Santa Maria, Goleta - CA"
2011,42060,"Santa Barbara, Santa Maria, Goleta - CA"
2012,42060,"Santa Barbara, Santa Maria, Goleta - CA"
2007,42100,"Santa Cruz, Watsonville - CA"
2008,42100,"Santa Cruz, Watsonville - CA"
2009,42100,"Santa Cruz, Watsonville - CA"
2010,42100,"Santa Cruz, Watsonville - CA"
2011,42100,"Santa Cruz, Watsonville - CA"
2012,42100,"Santa Cruz, Watsonville - CA"
2007,42140,Santa Fe - NM
2008,42140,Santa Fe - NM
2009,42140,Santa Fe - NM
2010,42140,Santa Fe - NM
2011,42140,Santa Fe - NM
2012,42140,Santa Fe - NM
2007,42220,"Santa Rosa, Petaluma - CA"
2008,42220,"Santa Rosa, Petaluma - CA"
2009,42220,"Santa Rosa, Petaluma - CA"
2010,42220,"Santa Rosa, Petaluma - CA"
2011,42220,"Santa Rosa, Petaluma - CA"
2012,42220,"Santa Rosa, Petaluma - CA"
2007,42260,"Sarasota, Bradenton, Venice - FL"
2007,42340,Savannah - GA
2008,42340,Savannah - GA
2009,42340,Savannah - GA
2010,42340,Savannah - GA
2011,42340,Savannah - GA
2012,42340,Savannah - GA
2007,42540,"Scranton, Wilkes, Barre - PA"
2008,42540,"Scranton, Wilkes, Barre - PA"
2009,42540,"Scranton, Wilkes, Barre - PA"
2010,42540,"Scranton, Wilkes, Barre - PA"
2011,42540,"Scranton, Wilkes, Barre - PA"
2012,42540,"Scranton, Wilkes, Barre - PA"
2007,42644,"Seattle, Bellevue, Everett - WA"
2008,42644,"Seattle, Bellevue, Everett - WA"
2009,42644,"Seattle, Bellevue, Everett - WA"
2010,42644,"Seattle, Bellevue, Everett - WA"
2011,42644,"Seattle, Bellevue, Everett - WA"
2012,42644,"Seattle, Bellevue, Everett - WA"
2007,42680,"Sebastian, Vero Beach - FL"
2008,42680,"Sebastian, Vero Beach - FL"
2009,42680,"Sebastian, Vero Beach - FL"
2010,42680,"Sebastian, Vero Beach - FL"
2011,42680,"Sebastian, Vero Beach - FL"
2012,42680,"Sebastian, Vero Beach - FL"
2007,43100,Sheboygan - WI
2008,43100,Sheboygan - WI
2009,43100,Sheboygan - WI
2010,43100,Sheboygan - WI
2011,43100,Sheboygan - WI
2012,43100,Sheboygan - WI
2007,43300,"Sherman, Denison - TX"
2008,43300,"Sherman, Denison - TX"
2009,43300,"Sherman, Denison - TX"
2010,43300,"Sherman, Denison - TX"
2011,43300,"Sherman, Denison - TX"
2012,43300,"Sherman, Denison - TX"
2007,43340,"Shreveport, Bossier City - LA"
2008,43340,"Shreveport, Bossier City - LA"
2009,43340,"Shreveport, Bossier City - LA"
2010,43340,"Shreveport, Bossier City - LA"
2011,43340,"Shreveport, Bossier City - LA"
2012,43340,"Shreveport, Bossier City - LA"
2007,43580,"Sioux City - IA, NE, SD"
2008,43580,"Sioux City - IA, NE, SD"
2009,43580,"Sioux City - IA, NE, SD"
2010,43580,"Sioux City - IA, NE, SD"
2011,43580,"Sioux City - IA, NE, SD"
2012,43580,"Sioux City - IA, NE, SD"
2007,43620,Sioux Falls - SD
2008,43620,Sioux Falls - SD
2009,43620,Sioux Falls - SD
2010,43620,Sioux Falls - SD
2011,43620,Sioux Falls - SD
2012,43620,Sioux Falls - SD
2007,43780,"South Bend, Mishawaka - IN, MI"
2008,43780,"South Bend, Mishawaka - IN, MI"
2009,43780,"South Bend, Mishawaka - IN, MI"
2010,43780,"South Bend, Mishawaka - IN, MI"
2011,43780,"South Bend, Mishawaka - IN, MI"
2012,43780,"South Bend, Mishawaka - IN, MI"
2007,43900,Spartanburg - SC
2008,43900,Spartanburg - SC
2009,43900,Spartanburg - SC
2010,43900,Spartanburg - SC
2011,43900,Spartanburg - SC
2012,43900,Spartanburg - SC
2007,44060,Spokane - WA
2008,44060,Spokane - WA
2009,44060,Spokane - WA
2010,44060,Spokane - WA
2011,44060,Spokane - WA
2012,44060,Spokane - WA
2007,44100,Springfield - IL
2008,44100,Springfield - IL
2009,44100,Springfield - IL
2010,44100,Springfield - IL
2011,44100,Springfield - IL
2012,44100,Springfield - IL
2007,44140,Springfield - MA
2008,44140,Springfield - MA
2009,44140,Springfield - MA
2010,44140,Springfield - MA
2011,44140,Springfield - MA
2012,44140,Springfield - MA
2007,44180,Springfield - MO
2008,44180,Springfield - MO
2009,44180,Springfield - MO
2010,44180,Springfield - MO
2011,44180,Springfield - MO
2012,44180,Springfield - MO
2007,44220,Springfield - OH
2008,44220,Springfield - OH
2009,44220,Springfield - OH
2010,44220,Springfield - OH
2011,44220,Springfield - OH
2012,44220,Springfield - OH
2007,41060,St. Cloud - MN
2008,41060,St. Cloud - MN
2009,41060,St. Cloud - MN
2010,41060,St. Cloud - MN
2011,41060,St. Cloud - MN
2012,41060,St. Cloud - MN
2007,41100,St. George - UT
2008,41100,St. George - UT
2009,41100,St. George - UT
2010,41100,St. George - UT
2011,41100,St. George - UT
2012,41100,St. George - UT
2007,41140,"St. Joseph - MO, KS"
2008,41140,"St. Joseph - MO, KS"
2009,41140,"St. Joseph - MO, KS"
2010,41140,"St. Joseph - MO, KS"
2011,41140,"St. Joseph - MO, KS"
2012,41140,"St. Joseph - MO, KS"
2007,41180,"St. Louis - MO, IL"
2008,41180,"St. Louis - MO, IL"
2009,41180,"St. Louis - MO, IL"
2010,41180,"St. Louis - MO, IL"
2011,41180,"St. Louis - MO, IL"
2012,41180,"St. Louis - MO, IL"
2007,44300,State College - PA
2008,44300,State College - PA
2009,44300,State College - PA
2010,44300,State College - PA
2011,44300,State College - PA
2012,44300,State College - PA
2010,44600,"Steubenville, Weirton - OH, WV"
2011,44600,"Steubenville, Weirton - OH, WV"
2012,44600,"Steubenville, Weirton - OH, WV"
2007,44700,Stockton - CA
2008,44700,Stockton - CA
2009,44700,Stockton - CA
2010,44700,Stockton - CA
2011,44700,Stockton - CA
2012,44700,Stockton - CA
2007,44940,Sumter - SC
2008,44940,Sumter - SC
2009,44940,Sumter - SC
2010,44940,Sumter - SC
2011,44940,Sumter - SC
2012,44940,Sumter - SC
2007,45060,Syracuse - NY
2008,45060,Syracuse - NY
2009,45060,Syracuse - NY
2010,45060,Syracuse - NY
2011,45060,Syracuse - NY
2012,45060,Syracuse - NY
2007,45104,Tacoma - WA
2008,45104,Tacoma - WA
2009,45104,Tacoma - WA
2010,45104,Tacoma - WA
2011,45104,Tacoma - WA
2012,45104,Tacoma - WA
2007,45220,Tallahassee - FL
2008,45220,Tallahassee - FL
2009,45220,Tallahassee - FL
2010,45220,Tallahassee - FL
2011,45220,Tallahassee - FL
2012,45220,Tallahassee - FL
2007,45300,"Tampa, St. Petersburg, Clearwater - FL"
2008,45300,"Tampa, St. Petersburg, Clearwater - FL"
2009,45300,"Tampa, St. Petersburg, Clearwater - FL"
2010,45300,"Tampa, St. Petersburg, Clearwater - FL"
2011,45300,"Tampa, St. Petersburg, Clearwater - FL"
2012,45300,"Tampa, St. Petersburg, Clearwater - FL"
2007,45460,Terre Haute - IN
2008,45460,Terre Haute - IN
2009,45460,Terre Haute - IN
2010,45460,Terre Haute - IN
2011,45460,Terre Haute - IN
2012,45460,Terre Haute - IN
2007,45500,"Texarkana, TX - Texarkana, AR"
2008,45500,"Texarkana, TX - Texarkana, AR"
2009,45500,"Texarkana, TX - Texarkana, AR"
2010,45500,"Texarkana, TX - Texarkana, AR"
2011,45500,"Texarkana, TX - Texarkana, AR"
2012,45500,"Texarkana, TX - Texarkana, AR"
2007,45780,Toledo - OH
2008,45780,Toledo - OH
2009,45780,Toledo - OH
2010,45780,Toledo - OH
2011,45780,Toledo - OH
2012,45780,Toledo - OH
2007,45820,Topeka - KS
2008,45820,Topeka - KS
2009,45820,Topeka - KS
2010,45820,Topeka - KS
2011,45820,Topeka - KS
2012,45820,Topeka - KS
2007,45940,"Trenton, Ewing - NJ"
2008,45940,"Trenton, Ewing - NJ"
2009,45940,"Trenton, Ewing - NJ"
2010,45940,"Trenton, Ewing - NJ"
2011,45940,"Trenton, Ewing - NJ"
2012,45940,"Trenton, Ewing - NJ"
2007,46060,Tucson - AZ
2008,46060,Tucson - AZ
2009,46060,Tucson - AZ
2010,46060,Tucson - AZ
2011,46060,Tucson - AZ
2012,46060,Tucson - AZ
2007,46140,Tulsa - OK
2008,46140,Tulsa - OK
2009,46140,Tulsa - OK
2010,46140,Tulsa - OK
2011,46140,Tulsa - OK
2012,46140,Tulsa - OK
2007,46220,Tuscaloosa - AL
2008,46220,Tuscaloosa - AL
2009,46220,Tuscaloosa - AL
2010,46220,Tuscaloosa - AL
2011,46220,Tuscaloosa - AL
2012,46220,Tuscaloosa - AL
2007,46340,Tyler - TX
2008,46340,Tyler - TX
2009,46340,Tyler - TX
2010,46340,Tyler - TX
2011,46340,Tyler - TX
2012,46340,Tyler - TX
2007,46540,"Utica, Rome - NY"
2008,46540,"Utica, Rome - NY"
2009,46540,"Utica, Rome - NY"
2010,46540,"Utica, Rome - NY"
2011,46540,"Utica, Rome - NY"
2012,46540,"Utica, Rome - NY"
2007,46660,Valdosta - GA
2008,46660,Valdosta - GA
2009,46660,Valdosta - GA
2010,46660,Valdosta - GA
